Country,Year,gdp_growth_mean5,gdp_growth_std5,gdp_growth_trend5,inflation_mean5,inflation_std5,inflation_trend5,domestic_credit_mean5,domestic_credit_std5,domestic_credit_trend5,current_account_mean5,current_account_std5,current_account_trend5,total_reserves_mean5,total_reserves_std5,total_reserves_trend5,target_crisis_next_3y
Turkey,1991,0.19586373844128800,0.7589692256269670,-0.7551190589979150,-0.08563707432198700,-0.08314709664734520,-0.06159596861544850,-0.8793282911808790,-0.4894361136964420,-0.014818740272619200,0.36962582452515800,-0.3492238197645510,-0.052051367694668500,-0.18793480155390000,-0.15173669038321900,-0.07490005251382150,0
Turkey,1992,-0.12367819611123200,0.378291591432569,0.4530750523453290,-0.08563707432193670,-0.0831470966470743,-0.06159596861517650,-0.8682297158333560,-0.48710311000545000,-0.01179710372689410,0.37879230868830000,-0.3662677377930680,-0.324827047741593,-0.18335694751585700,-0.15898055580434600,-0.0850942912581038,0
Turkey,1993,0.25910026318329200,0.5160666373247190,0.7933615755455550,-0.08563707432185330,-0.08314709664663010,-0.06159596861472240,-0.8529921454611520,-0.48748861903313800,-0.012163024780671100,0.2274278009687160,-0.21906654809213300,-0.4882312701993860,-0.17871219255566800,-0.18186208428913900,-0.10632305604692700,0
Turkey,1994,-0.09695551359456090,1.2119981903946200,-1.515706772945280,-0.08563707432167980,-0.08314709664542130,-0.061595968613569200,-0.8419384287365410,-0.5100384868147090,-0.039535263709320900,0.25939297651198200,-0.11785437705872800,0.1726498433074810,-0.17595525752055500,-0.1806235812450160,-0.10507564872155700,0
Turkey,1995,-0.19661739490432800,1.072262782288340,0.3614122886760600,-0.08563707432134750,-0.08314709664321070,-0.06159596861136460,-0.832749304961463,-0.5351471679402960,-0.07026037029144660,0.26973465095245000,-0.13072409110564200,-0.1051046866744710,-0.16855845411774000,-0.12027054873890800,-0.046834796670452400,0
Turkey,1996,0.2815845960094080,1.080438084417740,0.3836636648468380,-0.0856370743207459,-0.0831470966395301,-0.06159596860758800,-0.8114174104836030,-0.3625158804311460,0.07517180086394890,0.21453988092737400,-0.16184388706627800,0.01667308550686040,-0.15533087699214100,-0.07390602982367420,0.004671162706621490,0
Turkey,1997,0.46412444131620600,1.151201130412620,0.8968852041897200,-0.08563707431962400,-0.08314709663260920,-0.06159596860060590,-0.7756454643591930,-0.1325700581788610,0.3086826108881050,0.19248547672289000,-0.1634933913038240,0.03242584021932520,-0.14088142383711500,-0.052002503447059000,0.03427362925723550,0
Turkey,1998,0.08733579661448160,1.1108280210154100,1.0396637187616500,-0.08563707431754150,-0.08314709661993010,-0.061595968587923600,-0.7536572038973990,-0.14130375360389800,0.29024754693883000,0.3222656563489210,-0.2867088770481960,-0.14811868529348100,-0.1258615424325530,-0.06332212576309350,0.01899144288748680,0
Turkey,1999,0.1882255470520670,0.8675298075492600,-1.9800886552514500,-0.08563707431414400,-0.08314709660216070,-0.06159596856930080,-0.7319971264275720,-0.22894296474406200,0.12023529051773400,0.25065739545052600,-0.47423342554744300,0.21656166732461000,-0.1072072477482180,-0.09295743709461870,-0.008615988750921250,0
Turkey,2000,0.12036434892092200,0.8010647947628920,-0.8395035362620330,-0.08563707430894060,-0.08314709657899250,-0.06159596854460070,-0.7109934149416790,-0.4369983628166330,-0.16243569003782400,0.14821997627694500,-0.09942662672890560,-0.4052232311186790,-0.09584470052367560,-0.12462521213262700,-0.044950699763083000,0
